epoch,lr,step,train_loss,val_loss
0,0.00010911262506851926,176,,
0,0.00010967576963594183,177,,
0,0.00011023890692740679,178,,
0,0.00011080204421887174,179,,
0,0.00011136518878629431,180,,
0,0.00011192832607775927,181,,
0,0.00011249147064518183,182,,
0,0.00011305460793664679,183,,
0,0.00011361774522811174,184,,
0,0.00011418088979553431,185,,
0,0.00011474402708699927,186,,
0,0.00011530716437846422,187,,
0,0.00011587030894588679,188,,
0,0.00011643344623735175,189,,
0,0.0001169965835288167,190,,
0,0.00011755972809623927,191,,
0,0.00011812286538770422,192,,
0,0.00011868600995512679,193,,
0,0.00011924914724659175,194,,
0,0.0001198122845380567,195,,
0,0.00012037542910547927,196,,
0,0.00012093856639694422,197,,
0,0.00012150170368840918,198,,
0,0.00012206484825583175,199,,
0,0.0001226279855472967,200,,
0,0.00012319113011471927,201,,
0,0.0001237542601302266,202,,
0,0.00012431740469764918,203,,
0,0.00012488054926507175,204,,
0,0.0001254436792805791,205,,
0,0.00012600682384800166,206,,
0,0.00012656996841542423,207,,
0,0.0001271331129828468,208,,
0,0.00012769624299835414,209,,
0,0.0001282593875657767,210,,
0,0.00012882253213319927,211,,
0,0.00012938566214870661,212,,
0,0.00012994880671612918,213,,
0,0.00013051195128355175,214,,
0,0.0001310750812990591,215,,
0,0.00013163822586648166,216,,
0,0.00013220137043390423,217,,
0,0.00013276450044941157,218,,
0,0.00013332764501683414,219,,
0,0.0001338907895842567,220,,
0,0.00013445391959976405,221,,
0,0.00013501706416718662,222,,
0,0.0001355802087346092,223,,
0,0.00013614333875011653,224,,
0,0.0001367064833175391,225,,
0,0.00013726962788496166,226,,
0,0.000137832757900469,227,,
0,0.00013839590246789157,228,,
0,0.00013895904703531414,229,,
0,0.00013952217705082148,230,,
0,0.00014008532161824405,231,,
0,0.00014064846618566662,232,,
0,0.0001412116107530892,233,,
0,0.00014177474076859653,234,,
0,0.0001423378853360191,235,,
0,0.00014290102990344167,236,,
0,0.000143464159918949,237,,
0,0.00014402730448637158,238,,
0,0.00014459044905379415,239,,
0,0.00014515357906930149,240,,
0,0.00014571672363672405,241,,
0,0.00014627986820414662,242,,
0,0.00014684299821965396,243,,
0,0.00014740614278707653,244,,
0,0.0001479692873544991,245,,
0,0.00014853241737000644,246,,
0,0.000149095561937429,247,,
0,0.00014965870650485158,248,,
0,0.00015022183652035892,249,,
0,0.0001507849810877815,250,,
0,0.00015134812565520406,251,,
0,0.0001519112556707114,252,,
0,0.00015247440023813397,253,,
0,0.00015303754480555654,254,,
0,0.0001536006893729791,255,,
0,0.00015416381938848644,256,,
0,0.00015472696395590901,257,,
0,0.00015529010852333158,258,,
0,0.00015585323853883892,259,,
0,0.0001564163831062615,260,,
0,0.00015697952767368406,261,,
0,0.0001575426576891914,262,,
0,0.00015810580225661397,263,,
0,0.00015866894682403654,264,,
0,0.00015923207683954388,265,,
0,0.00015979522140696645,266,,
0,0.00016035836597438902,267,,
0,0.00016092149598989636,268,,
0,0.00016148464055731893,269,,
0,0.0001620477851247415,270,,
0,0.00016261091514024884,271,,
0,0.0001631740597076714,272,,
0,0.00016373720427509397,273,,
0,0.0001643003342906013,274,,
0,0.00016486347885802388,275,,
0,0.00016542662342544645,276,,
0,0.00016598976799286902,277,,
0,0.00016655289800837636,278,,
0,0.00016711604257579893,279,,
0,0.0001676791871432215,280,,
0,0.00016824231715872884,281,,
0,0.0001688054617261514,282,,
0,0.00016936860629357398,283,,
0,0.00016993173630908132,284,,
0,0.00017049488087650388,285,,
0,0.00017105802544392645,286,,
0,0.0001716211554594338,287,,
0,0.00017218430002685636,288,,
0,0.00017274744459427893,289,,
0,0.00017331057460978627,290,,
0,0.00017387371917720884,291,,
0,0.0001744368637446314,292,,
0,0.00017499999376013875,293,,
0,0.00017556313832756132,294,,
0,0.0001761262828949839,295,,
0,0.00017668941291049123,296,,
0,0.0001772525574779138,297,,
0,0.00017781570204533637,298,,
0,0.00017837884661275893,299,,
0,0.00017894197662826627,300,,
0,0.00017950512119568884,301,,
0,0.0001800682657631114,302,,
0,0.00018063139577861875,303,,
0,0.00018119454034604132,304,,
0,0.0001817576849134639,305,,
0,0.00018232081492897123,306,,
0,0.0001828839594963938,307,,
0,0.00018344710406381637,308,,
0,0.0001840102340793237,309,,
0,0.00018457337864674628,310,,
0,0.00018513652321416885,311,,
0,0.0001856996532296762,312,,
0,0.00018626279779709876,313,,
0,0.00018682594236452132,314,,
0,0.00018738907238002867,315,,
0,0.00018795221694745123,316,,
0,0.0001885153615148738,317,,
0,0.00018907849153038114,318,,
0,0.0001896416360978037,319,,
0,0.00019020478066522628,320,,
0,0.00019076792523264885,321,,
0,0.0001913310552481562,322,,
0,0.00019189419981557876,323,,
0,0.00019245734438300133,324,,
0,0.00019302047439850867,325,,
0,0.00019358361896593124,326,,
0,0.0001941467635333538,327,,
0,0.00019470989354886115,328,,
0,0.00019527303811628371,329,,
0,0.00019583618268370628,330,,
0,0.00019639931269921362,331,,
0,0.0001969624572666362,332,,
0,0.00019752560183405876,333,,
0,0.0001980887318495661,334,,
0,0.00019865187641698867,335,,
0,0.00019921502098441124,336,,
0,0.00019977815099991858,337,,
0,0.00020034129556734115,338,,
0,0.00020090444013476372,339,,
0,0.00020146757015027106,340,,
0,0.00020203071471769363,341,,
0,0.0002025938592851162,342,,
0,0.00020315700385253876,343,,
0,0.0002037201338680461,344,,
0,0.00020428327843546867,345,,
0,0.00020484642300289124,346,,
0,0.00020540955301839858,347,,
0,0.00020597269758582115,348,,
0,0.00020653584215324372,349,,
0,0.00020709897216875106,350,,
0,0.00020766211673617363,351,,
0,0.0002082252613035962,352,,
0,0.00020878839131910354,353,,
0,0.0002093515358865261,354,,
0,0.00020991468045394868,355,,
0,0.00021047781046945602,356,,
0,0.00021104095503687859,357,,
0,0.00021160409960430115,358,,
0,0.0002121672296198085,359,,
0,0.00021273037418723106,360,,
0,0.00021329351875465363,361,,
0,0.00021385664877016097,362,,
0,0.00021441979333758354,363,,
0,0.0002149829379050061,364,,
0,0.00021554606792051345,365,,
0,0.00021610921248793602,366,,
0,0.0002166723570553586,367,,
0,0.00021723550162278116,368,,
0,0.0002177986316382885,369,,
0,0.00021836177620571107,370,,
0,0.00021892492077313364,371,,
0,0.00021948805078864098,372,,
0,0.00022005119535606354,373,,
0,0.0002206143399234861,374,,
0,0.00022117746993899345,375,,
0,0.00022174061450641602,376,,
0,0.0002223037590738386,377,,
0,0.00022286688908934593,378,,
0,0.0002234300336567685,379,,
0,0.00022399317822419107,380,,
0,0.0002245563082396984,381,,
0,0.00022511945280712098,382,,
0,0.00022568259737454355,383,,
0,0.0002262457273900509,384,,
0,0.00022680887195747346,385,,
0,0.00022737201652489603,386,,
0,0.00022793514654040337,387,,
0,0.00022849829110782593,388,,
0,0.0002290614356752485,389,,
0,0.00022962458024267107,390,,
0,0.0002301877102581784,391,,
0,0.00023075085482560098,392,,
0,0.00023131399939302355,393,,
0,0.0002318771294085309,394,,
0,0.00023244027397595346,395,,
0,0.00023300341854337603,396,,
0,0.00023356654855888337,397,,
0,0.00023412969312630594,398,,
0,0.0002346928376937285,399,,
0,0.00023525596770923585,400,,
0,0.00023581911227665842,401,,
0,0.00023638225684408098,402,,
0,0.00023694538685958833,403,,
0,0.0002375085314270109,404,,
0,0.00023807167599443346,405,,
0,0.0002386348060099408,406,,
0,0.00023919795057736337,407,,
0,0.00023976109514478594,408,,
0,0.00024032422516029328,409,,
0,0.00024088736972771585,410,,
0,0.00024145051429513842,411,,
0,0.000242013658862561,412,,
0,0.00024257678887806833,413,,
0,0.0002431399334454909,414,,
0,0.00024370307801291347,415,,
0,0.0002442662080284208,416,,
0,0.00024482933804392815,417,,
0,0.00024539249716326594,418,,
0,0.0002459556271787733,419,,
0,0.0002465187571942806,420,,
0,0.0002470819163136184,421,,
0,0.00024764504632912576,422,,
0,0.00024820820544846356,423,,
0,0.0002487713354639709,424,,
0,0.00024933446547947824,425,,
0,0.00024989762459881604,426,,
0,0.0002504607546143234,427,,
0,0.0002510238846298307,428,,
0,0.0002515870437491685,429,,
0,0.00025215017376467586,430,,
0,0.0002527133037801832,431,,
0,0.000253276462899521,432,,
0,0.00025383959291502833,433,,
0,0.0002544027229305357,434,,
0,0.00025496588204987347,435,,
0,0.0002555290120653808,436,,
0,0.00025609214208088815,437,,
0,0.00025665530120022595,438,,
0,0.0002572184312157333,439,,
0,0.00025778156123124063,440,,
0,0.00025834472035057843,441,,
0,0.00025890785036608577,442,,
0,0.0002594709803815931,443,,
0,0.0002600341395009309,444,,
0,0.00026059726951643825,445,,
0,0.0002611603995319456,446,,
0,0.0002617235586512834,447,,
0,0.0002622866886667907,448,,
0,0.00026284981868229806,449,,
0,0.00026341297780163586,450,,
0,0.0002639761078171432,451,,
0,0.00026453923783265054,452,,
0,0.00026510239695198834,453,,
0,0.0002656655269674957,454,,
0,0.000266228656983003,455,,
0,0.0002667918161023408,456,,
0,0.00026735494611784816,457,,
0,0.0002679180761333555,458,,
0,0.0002684812352526933,459,,
0,0.00026904436526820064,460,,
0,0.000269607495283708,461,,
0,0.0002701706544030458,462,,
0,0.0002707337844185531,463,,
0,0.00027129691443406045,464,,
0,0.00027186007355339825,465,,
0,0.0002724232035689056,466,,
0,0.00027298633358441293,467,,
0,0.00027354949270375073,468,,
0,0.00027411262271925807,469,,
0,0.00027467578183859587,470,,
0,0.0002752389118541032,471,,
0,0.00027580204186961055,472,,
0,0.00027636520098894835,473,,
0,0.0002769283310044557,474,,
0,0.000277491461019963,475,,
0,0.0002780546201393008,476,,
0,0.00027861775015480816,477,,
0,0.0002791808801703155,478,,
0,0.0002797440392896533,479,,
0,0.00028030716930516064,480,,
0,0.000280870299320668,481,,
0,0.0002814334584400058,482,,
0,0.0002819965884555131,483,,
0,0.00028255971847102046,484,,
0,0.00028312287759035826,485,,
0,0.0002836860076058656,486,,
0,0.00028424913762137294,487,,
0,0.00028481229674071074,488,,
0,0.0002853754267562181,489,,
0,0.0002859385567717254,490,,
0,0.0002865017158910632,491,,
0,0.00028706484590657055,492,,
0,0.0002876279759220779,493,,
0,0.0002881911350414157,494,,
0,0.00028875426505692303,495,,
0,0.00028931739507243037,496,,
0,0.00028988055419176817,497,,
0,0.0002904436842072755,498,,
0,0.00029100681422278285,499,,
0,0.00029156997334212065,500,,
0,0.000292133103357628,501,,
0,0.00029269623337313533,502,,
0,0.0002932593924924731,503,,
0,0.00029382252250798047,504,,
0,0.0002943856525234878,505,,
0,0.0002949488116428256,506,,
0,0.00029551194165833294,507,,
0,0.0002960750716738403,508,,
0,0.0002966382307931781,509,,
0,0.0002972013608086854,510,,
0,0.00029776449082419276,511,,
0,0.00029832764994353056,512,,
0,0.0002988907799590379,513,,
0,0.0002994539390783757,514,,
0,0.00030001706909388304,515,,
0,0.0003005801991093904,516,,
0,0.0003011433582287282,517,,
0,0.0003017064882442355,518,,
0,0.00030226961825974286,519,,
0,0.00030283277737908065,520,,
0,0.000303395907394588,521,,
0,0.00030395903741009533,522,,
0,0.00030452219652943313,523,,
0,0.00030508532654494047,524,,
0,0.0003056484565604478,525,,
0,0.0003062116156797856,526,,
0,0.00030677474569529295,527,,
0,0.0003073378757108003,528,,
0,0.0003079010348301381,529,,
0,0.00030846416484564543,530,,
0,0.00030902729486115277,531,,
0,0.00030959045398049057,532,,
0,0.0003101535839959979,533,,
0,0.00031071671401150525,534,,
0,0.00031127987313084304,535,,
0,0.0003118430031463504,536,,
0,0.0003124061331618577,537,,
0,0.0003129692922811955,538,,
0,0.00031353242229670286,539,,
0,0.0003140955523122102,540,,
0,0.000314658711431548,541,,
0,0.00031522184144705534,542,,
0,0.0003157849714625627,543,,
0,0.0003163481305819005,544,,
0,0.0003169112605974078,545,,
0,0.00031747439061291516,546,,
0,0.00031803754973225296,547,,
0,0.0003186006797477603,548,,
0,0.00031916380976326764,549,,
0,0.00031972696888260543,550,,
0,0.0003202900988981128,551,,
0,0.0003208532289136201,552,,
0,0.0003214163880329579,553,,
0,0.00032197951804846525,554,,
0,0.0003225426480639726,555,,
0,0.0003231058071833104,556,,
0,0.00032366893719881773,557,,
0,0.00032423209631815553,558,,
0,0.00032479522633366287,559,,
0,0.0003253583563491702,560,,
0,0.000325921515468508,561,,
0,0.00032648464548401535,562,,
0,0.0003270477754995227,563,,
0,0.0003276109346188605,564,,
0,0.0003281740646343678,565,,
0,0.00032873719464987516,566,,
0,0.00032930035376921296,567,,
0,0.0003298634837847203,568,,
0,0.00033042661380022764,569,,
0,0.00033098977291956544,570,,
0,0.0003315529029350728,571,,
0,0.0003321160329505801,572,,
0,0.0003326791920699179,573,,
0,0.00033324232208542526,574,,
0,0.0003338054521009326,575,,
0,0.0003343686112202704,576,,
0,0.00033493174123577774,577,,
0,0.0003354948712512851,578,,
0,0.0003360580303706229,579,,
0,0.0003366211603861302,580,,
0,0.00033718429040163755,581,,
0,0.00033774744952097535,582,,
0,0.0003383105795364827,583,,
0,0.00033887370955199003,584,,
0,0.00033943686867132783,585,,
0,0.00033999999868683517,586,,
0,0.0003405631287023425,587,,
0,0.0003411262878216803,588,,
0,0.00034168941783718765,589,,
0,0.000342252547852695,590,,
0,0.0003428157069720328,591,,
0,0.0003433788369875401,592,,
0,0.00034394196700304747,593,,
0,0.00034450512612238526,594,,
0,0.0003450682561378926,595,,
0,0.00034563138615339994,596,,
0,0.00034619454527273774,597,,
0,0.0003467576752882451,598,,
0,0.0003473208053037524,599,,
0,0.0003478839644230902,600,,
0,0.00034844709443859756,601,,
0,0.0003490102244541049,602,,
0,0.0003495733835734427,603,,
0,0.00035013651358895004,604,,
0,0.00035069967270828784,605,,
0,0.0003512628027237952,606,,
0,0.0003518259327393025,607,,
0,0.0003523890918586403,608,,
0,0.00035295222187414765,609,,
0,0.000353515351889655,610,,
0,0.0003540785110089928,611,,
0,0.00035464164102450013,612,,
0,0.00035520477104000747,613,,
0,0.00035576793015934527,614,,
0,0.0003563310601748526,615,,
0,0.00035689419019035995,616,,
0,0.00035745734930969775,617,,
0,0.0003580204793252051,618,,
0,0.00035858360934071243,619,,
0,0.0003591467684600502,620,,
0,0.00035970989847555757,621,,
0,0.0003602730284910649,622,,
0,0.0003608361876104027,623,,
0,0.00036139931762591004,624,,
0,0.0003619624476414174,625,,
0,0.0003625256067607552,626,,
0,0.0003630887367762625,627,,
0,0.00036365186679176986,628,,
0,0.00036421502591110766,629,,
0,0.000364778155926615,630,,
0,0.00036534128594212234,631,,
0,0.00036590444506146014,632,,
0,0.0003664675750769675,633,,
0,0.0003670307050924748,634,,
0,0.0003675938642118126,635,,
0,0.00036815699422731996,636,,
0,0.0003687201242428273,637,,
0,0.0003692832833621651,638,,
0,0.00036984641337767243,639,,
0,0.0003704095433931798,640,,
0,0.00037097270251251757,641,,
0,0.0003715358325280249,642,,
0,0.00037209896254353225,643,,
0,0.00037266212166287005,644,,
0,0.0003732252516783774,645,,
0,0.00037378838169388473,646,,
0,0.00037435154081322253,647,,
0,0.00037491467082872987,648,,
0,0.00037547782994806767,649,,
0,0.000376040959963575,650,,
0,0.00037660408997908235,651,,
0,0.00037716724909842014,652,,
0,0.0003777303791139275,653,,
0,0.0003782935091294348,654,,
0,0.0003788566682487726,655,,
0,0.00037941979826427996,656,,
0,0.0003799829282797873,657,,
0,0.0003805460873991251,658,,
0,0.00038110921741463244,659,,
0,0.0003816723474301398,660,,
0,0.0003822355065494776,661,,
0,0.0003827986365649849,662,,
0,0.00038336176658049226,663,,
0,0.00038392492569983006,664,,
0,0.0003844880557153374,665,,
0,0.00038505118573084474,666,,
0,0.00038561434485018253,667,,
0,0.0003861774748656899,668,,
0,0.0003867406048811972,669,,
0,0.000387303764000535,670,,
0,0.00038786689401604235,671,,
0,0.0003884300240315497,672,,
0,0.0003889931831508875,673,,
0,0.00038955631316639483,674,,
0,0.00039011944318190217,675,,
0,0.00039068260230123997,676,,
0,0.0003912457323167473,677,,
0,0.00039180886233225465,678,,
0,0.00039237202145159245,679,,
0,0.0003929351514670998,680,,
0,0.0003934982814826071,681,,
0,0.0003940614406019449,682,,
0,0.00039462457061745226,683,,
0,0.0003951877006329596,684,,
0,0.0003957508597522974,685,,
0,0.00039631398976780474,686,,
0,0.0003968771197833121,687,,
0,0.0003974402789026499,688,,
0,0.0003980034089181572,689,,
0,0.00039856653893366456,690,,
0,0.00039912969805300236,691,,
0,0.0003996928280685097,692,,
0,0.0004002559871878475,693,,
0,0.00040081911720335484,694,,
0,0.0004013822472188622,695,,
0,0.0004019454063382,696,,
0,0.0004025085363537073,697,,
0,0.00040307166636921465,698,,
0,0.00040363482548855245,699,,
0,0.0004041979555040598,700,,
0,0.00040476108551956713,701,,
0,0.00040532424463890493,702,,
0,0.00040588737465441227,703,,
0,0.0004064505046699196,704,,
0,0.0004070136637892574,705,,
0,0.00040757679380476475,706,,
0,0.0004081399238202721,707,,
0,0.0004087030829396099,708,,
0,0.0004092662129551172,709,,
0,0.00040982934297062457,710,,
0,0.00041039250208996236,711,,
0,0.0004109556321054697,712,,
0,0.00041151876212097704,713,,
0,0.00041208192124031484,714,,
0,0.0004126450512558222,715,,
0,0.0004132081812713295,716,,
0,0.0004137713403906673,717,,
0,0.00041433447040617466,718,,
0,0.000414897600421682,719,,
0,0.0004154607595410198,720,,
0,0.00041602388955652714,721,,
0,0.0004165870195720345,722,,
0,0.0004171501786913723,723,,
0,0.0004177133087068796,724,,
0,0.00041827643872238696,725,,
0,0.00041883959784172475,726,,
0,0.0004194027278572321,727,,
0,0.00041996585787273943,728,,
0,0.00042052901699207723,729,,
0,0.00042109214700758457,730,,
0,0.0004216552770230919,731,,
0,0.0004222184361424297,732,,
0,0.00042278156615793705,733,,
0,0.0004233446961734444,734,,
0,0.0004239078552927822,735,,
0,0.00042447098530828953,736,,
0,0.00042503411532379687,737,,
0,0.00042559727444313467,738,,
0,0.000426160404458642,739,,
0,0.0004267235635779798,740,,
0,0.00042728669359348714,741,,
0,0.0004278498236089945,742,,
0,0.0004284129827283323,743,,
0,0.0004289761127438396,744,,
0,0.00042953924275934696,745,,
0,0.00043010240187868476,746,,
0,0.0004306655318941921,747,,
0,0.00043122866190969944,748,,
0,0.00043179182102903724,749,,
0,0.0004323549510445446,750,,
0,0.0004329180810600519,751,,
0,0.0004334812401793897,752,,
0,0.00043404437019489706,753,,
0,0.0004346075002104044,754,,
0,0.0004351706593297422,755,,
0,0.00043573378934524953,756,,
0,0.0004362969193607569,757,,
0,0.00043686007848009467,758,,
0,0.000437423208495602,759,,
0,0.00043798633851110935,760,,
0,0.00043854949763044715,761,,
0,0.0004391126276459545,762,,
0,0.00043967575766146183,763,,
0,0.00044023891678079963,764,,
0,0.00044080204679630697,765,,
0,0.0004413651768118143,766,,
0,0.0004419283359311521,767,,
0,0.00044249146594665945,768,,
0,0.0004430545959621668,769,,
0,0.0004436177550815046,770,,
0,0.0004441808850970119,771,,
0,0.00044474401511251926,772,,
0,0.00044530717423185706,773,,
0,0.0004458703042473644,774,,
0,0.00044643343426287174,775,,
0,0.00044699659338220954,776,,
0,0.0004475597233977169,777,,
0,0.0004481228534132242,778,,
0,0.000448686012532562,779,,
0,0.00044924914254806936,780,,
0,0.0004498122725635767,781,,
0,0.0004503754316829145,782,,
0,0.00045093856169842184,783,,
0,0.00045150172081775963,784,,
0,0.000452064850833267,785,,
0,0.0004526279808487743,786,,
0,0.0004531911399681121,787,,
0,0.00045375426998361945,788,,
0,0.0004543173999991268,789,,
0,0.0004548805591184646,790,,
0,0.00045544368913397193,791,,
0,0.00045600681914947927,792,,
0,0.00045656997826881707,793,,
0,0.0004571331082843244,794,,
0,0.00045769623829983175,795,,
0,0.00045825939741916955,796,,
0,0.0004588225274346769,797,,
0,0.0004593856574501842,798,,
0,0.000459948816569522,799,,
0,0.00046051194658502936,800,,
0,0.0004610750766005367,801,,
0,0.0004616382357198745,802,,
0,0.00046220136573538184,803,,
0,0.0004627644957508892,804,,
0,0.000463327654870227,805,,
0,0.0004638907848857343,806,,
0,0.00046445391490124166,807,,
0,0.00046501707402057946,808,,
0,0.0004655802040360868,809,,
0,0.00046614333405159414,810,,
0,0.00046670649317093194,811,,
0,0.0004672696231864393,812,,
0,0.0004678327532019466,813,,
0,0.0004683959123212844,814,,
0,0.00046895904233679175,815,,
0,0.0004695221723522991,816,,
0,0.0004700853314716369,817,,
0,0.00047064846148714423,818,,
0,0.00047121159150265157,819,,
0,0.00047177475062198937,820,,
0,0.0004723378806374967,821,,
0,0.00047290101065300405,822,,
0,0.00047346416977234185,823,,
0,0.0004740272997878492,824,,
0,0.00047459042980335653,825,,
0,0.0004751535889226943,826,,
0,0.00047571671893820167,827,,
0,0.000476279848953709,828,,
0,0.0004768430080730468,829,,
0,0.00047740613808855414,830,,
0,0.00047796929720789194,831,,
0,0.0004785324272233993,832,,
0,0.0004790955572389066,833,,
0,0.0004796587163582444,834,,
0,0.00048022184637375176,835,,
0,0.0004807849763892591,836,,
0,0.0004813481355085969,837,,
0,0.00048191126552410424,838,,
0,0.0004824743955396116,839,,
0,0.0004830375546589494,840,,
0,0.0004836006846744567,841,,
0,0.00048416381468996406,842,,
0,0.00048472697380930185,843,,
0,0.0004852901038248092,844,,
0,0.00048585323384031653,845,,
0,0.00048641639295965433,846,,
0,0.00048697952297516167,847,,
0,0.000487542652990669,848,,
0,0.0004881058121100068,849,,
0,0.0004886689130216837,850,,
0,0.0004892320721410215,851,,
0,0.0004897952312603593,852,,
0,0.0004903583903796971,853,,
0,0.000490921491291374,854,,
0,0.0004914846504107118,855,,
0,0.0004920478095300496,856,,
0,0.0004926109104417264,857,,
0,0.0004931740695610642,858,,
0,0.000493737228680402,859,,
0,0.0004943003295920789,860,,
